name,majority.protein.x,uniprot.x,species.x,gene.x,uniprot.y,majority.protein.y,species.y,gene.y,CoV.D1.1,CoV.D1.2,CoV.D1.3,CoV.D2.1,CoV.D2.2,CoV.D2.3,Mock1,Mock2,Mock3,ZV1,ZV2,ZV3,DV1,DV2,DV3,FlaviC1,FlaviC2,FlaviC3,rhinovirus,rhino.ctrl,V.Day1.1,V.Day1.2,V.Day1.3,V.Day2.1,V.Day2.2,V.Day2.3,V.Mock1,V.Mock2,V.Mock3,huhcov.d1.enrich.1,huhcov.d1.enrich.2,huhcov.d1.enrich.3,huhcov.d2.enrich.1,huhcov.d2.enrich.2,huhcov.d2.enrich.3,zika.enrich.1,zika.enrich.2,zika.enrich.3,deng.enrich.1,deng.enrich.2,deng.enrich.3,rv.enrich.1,huhcov.d2.enrich.mean,huhcov.d1.enrich.mean,zika.enrich.mean,deng.enrich.mean,vero.d1.enrich.1,vero.d1.enrich.2,vero.d1.enrich.3,vero.d2.enrich.1,vero.d2.enrich.2,vero.d2.enrich.3,vero.d2.enrich.mean,vero.d1.enrich.mean,huh_d2,huh_d1,vero_d2,vero_d1,zika,deng,human_d1d2,monkey_d1d2,sars_sig,huhd1_expanded,huhd2_expanded,verod1_expanded,verod2_expanded,huh_expanded,vero_expanded,sars_expanded,zika_expanded,deng_expanded,rv_expanded,mito,rapms,PPI,vero_crispr_z,vero_crispr_fdr
EXOSC6,sp|Q5RKV6|EXOS6_HUMAN,EXOS6_HUMAN,HUMAN,EXOSC6 MTR3,NA,NA,NA,NA,14.66759925,13.33045185,15.00306774,16.04071989,14.95487846,16.01299546,14.85519798,14.27959521,13.57021558,14.86040708,14.34105888,14.75023386,14.57728533,14.13015743,12.89065944,14.96740034,14.95399697,13.6832038,15.1800282,13.45176215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325963235,-0.9045510751,0.7680648193,1.805716972,0.7198755353,1.777992542,0.3255400421,-0.1938081569,0.2153668271,0.04241828879,-0.4047096022,-1.644207593,1.728266055,1.43452835,0.09870335592,0.1156995708,-0.6688329688,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.031900417,0.746925298
EXOSC7,sp|Q15024|EXOS7_HUMAN,EXOS7_HUMAN,HUMAN,EXOSC7 KIAA0116 RRP42,NA,NA,NA,NA,14.65317126,14.09090173,14.7984001,15.56422583,15.49445917,17.08493292,15.0589331,15.23656303,14.0049256,14.71295749,15.45557562,14.40064806,15.25963705,14.30562909,15.24359285,13.17013518,15.98356736,14.60008699,14.66651171,14.98730826,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1136359809,-0.6759055173,0.03159285614,0.7974185863,0.7276519284,2.31812568,0.1283609738,0.8709791074,-0.1839484536,0.6750405338,-0.2789674234,0.6589963398,-0.3207965509,1.281065398,-0.2526495473,0.2717972092,0.3516898167,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.473528826,0.307537994
EZR,sp|P15311|EZRI_HUMAN,EZRI_HUMAN,HUMAN,EZR VIL2,A0A0D9RJV9_CHLSB,tr|A0A0D9RJV9|A0A0D9RJV9_CHLSB,CHLSB,EZR,18.20509639,19.43014624,19.31398129,21.14904747,18.92488787,22.43844974,16.39780041,14.12377623,17.9601943,22.21862709,21.96786089,22.23169229,22.01787679,22.0108272,21.81815773,14.10786332,16.92891157,16.35803301,23.02201555,19.3195266,15.46537509,13.58566677,16.51529944,16.7557743,17.3335048,17.6635859,14.05299251,15.40244586,11.87780622,2.044506081,3.269555927,3.153390974,4.988457157,2.764297561,6.277859429,6.420357789,6.169591592,6.433422996,6.219607495,6.2125579,6.019888436,3.702488954,4.676871382,2.822484328,6.341124126,6.15068461,1.68762689,-0.192081427,2.737551248,2.978026107,3.555756601,3.885837703,3.473206803,1.411032237,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-0.058511897,0.93374083
FABP1,sp|P07148|FABPL_HUMAN,FABPL_HUMAN,HUMAN,FABP1 FABPL,NA,NA,NA,NA,17.90442294,15.14070265,19.2528271,20.45432741,19.93387504,19.31939429,16.31829565,14.34145544,15.09374697,18.36917984,18.06949173,17.95968504,18.23308598,17.72073858,17.85391867,17.60081308,16.93341404,16.14950898,15.68343184,13.7924125,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.653256922,-0.1104633758,4.001661077,5.20316139,4.682709016,4.068228266,1.474601139,1.174913025,1.06510634,1.338507281,0.8261598765,0.9593399728,1.891019346,4.651366224,2.181484875,1.238206835,1.04133571,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.209636406,0.999999945
FABP5,sp|Q01469|FABP5_HUMAN,FABP5_HUMAN,HUMAN,FABP5,NA,NA,NA,NA,20.78739884,20.25003003,18.11105414,19.81651809,18.49821814,21.27991431,19.88665814,18.88106615,13.83732244,19.78953364,19.4086034,20.54311869,19.72230725,21.5161463,19.87171276,17.88279826,15.28896426,15.34674883,18.68691766,12.90864375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.252383267,2.715014457,0.5760385642,2.281502509,0.9632025616,3.744898737,3.616696529,3.235766289,4.370281576,3.549470134,5.343309184,3.698875647,5.778273911,2.329867936,2.181145429,3.740914798,4.197218322,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.237041656,0.999999945
FADS2,sp|O95864|FADS2_HUMAN,FADS2_HUMAN,HUMAN,FADS2,NA,NA,NA,NA,16.10068287,15.10856213,13.35984278,15.17640291,14.84127622,15.38872156,16.92624966,15.0758245,15.12541,19.74912634,19.0251017,18.05425454,20.71908462,19.06917701,20.22211093,13.79672127,13.70284533,14.58689337,14.16847874,14.75264458,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3915214806,-0.6005992595,-2.349318613,-0.5327584781,-0.8678851723,-0.3204398301,5.720306353,4.996281714,4.02543455,6.690264629,5.040357024,6.193290943,-0.5841658334,-0.5736944935,-0.8527987973,4.914007539,5.974637532,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.015195143,0.910418174
FAHD1,sp|Q6P587|FAHD1_HUMAN,FAHD1_HUMAN,HUMAN,FAHD1 C16orf36 YISKL,NA,NA,NA,NA,18.02193425,18.82969177,21.42054624,19.68222652,18.15565825,18.85385777,18.54882943,18.87117129,19.51115424,19.27120767,19.74017603,18.68222652,14.99271244,14.45676643,14.82740311,20.30841458,19.7125673,20.9499891,15.30191827,13.56582386,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9551174074,-0.1473598829,2.443494583,0.7051748683,-0.8213934031,-0.1231938804,-1.052449321,-0.583480964,-1.641430474,-5.330944551,-5.866890561,-5.496253881,1.736094407,-0.07980413839,0.4470057642,-1.092453586,-5.564696331,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.012367327,0.999999945
FAHD2A,sp|Q96GK7|FAH2A_HUMAN;sp|Q6P2I3|FAH2B_HUMAN,FAH2A_HUMAN,HUMAN,FAHD2A CGI-105,NA,NA,NA,NA,15.91508901,15.49332304,14.10436182,16.53262606,14.58727613,14.96500249,14.19868773,13.21547575,13.52996173,15.40115581,17.09836113,16.95424176,14.09526363,16.33696958,16.06298052,14.95771865,16.30862345,17.18978596,16.35210002,13.84480036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.267047276,1.845281301,0.456320084,2.884584319,0.93923439,1.316960754,-0.7508868797,0.9463184422,0.8021990724,-2.056779055,0.1849268901,-0.08906216139,2.507299667,1.713593154,1.522882887,0.332543545,-0.6536381089,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.542711465,0.999999945
FAM120A,sp|Q9NZB2|F120A_HUMAN,F120A_HUMAN,HUMAN,FAM120A C9orf10 KIAA0183 OSSA,A0A0D9R403_CHLSB,tr|A0A0D9R403|A0A0D9R403_CHLSB,CHLSB,FAM120A,20.39016056,20.0573519,21.27361123,19.77389578,21.64588004,21.44596861,18.30175517,15.15598797,14.43192696,23.57265212,23.57542476,23.99308558,23.67432936,23.73438217,23.52575879,14.25819202,13.93116093,13.13955027,25.15915563,14.40809951,19.00571774,20.4268544,20.33908448,20.76417508,20.66405486,19.13154552,17.55119756,11.98043235,15.85610937,4.42693719,4.094128533,5.310387859,3.810672412,5.68265667,5.482745241,9.796351046,9.799123683,10.2167845,9.89802828,9.95808109,9.749457713,10.75105612,4.992024774,4.610484527,9.937419743,9.868522361,3.876471314,5.297607972,5.209838054,5.634928652,5.534808435,4.002299089,5.057345392,4.794639113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-0.825331284,0.999999945
FAM120C,NA,NA,NA,NA,A0A0D9RIY1_CHLSB,tr|A0A0D9RIY1|A0A0D9RIY1_CHLSB,CHLSB,FAM120C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67280627,16.00514205,17.20466666,16.0873178,17.27803195,15.44122591,11.86236938,12.71227372,12.83042041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.795548231,3.536787547,4.736312155,3.618963299,4.809677448,2.972871402,3.80050405,2.159183824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,0.919348756,0.999999945
FAM162A,sp|Q96A26|F162A_HUMAN,F162A_HUMAN,HUMAN,FAM162A C3orf28 E2IG5 DC16 FWP001,NA,NA,NA,NA,15.47733983,14.54247406,13.96554787,14.04075691,15.08359814,15.62853958,14.2748931,12.76312193,14.90862812,15.40007742,16.00901941,14.92517733,13.02791055,14.32374591,14.22196917,16.47115125,15.54363604,16.05295007,13.89703689,14.62836052,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.495125452,0.5602596745,-0.01666650685,0.05854252822,1.101383755,1.646325196,-0.6225017045,-0.01355971024,-1.097401787,-2.994668566,-1.69883321,-1.800609947,-0.7313236303,0.9354171594,0.6795728734,-0.5778210674,-2.164703907,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.312934721,0.999999945
FAM50A,sp|Q14320|FA50A_HUMAN;sp|Q9Y247|FA50B_HUMAN,FA50A_HUMAN,HUMAN,FAM50A DXS9928E HXC26 XAP5,A0A0D9RYQ4_CHLSB,tr|A0A0D9RYQ4|A0A0D9RYQ4_CHLSB,CHLSB,FAM50A,14.52036228,15.90074554,16.30092449,16.13703115,17.00404486,15.98372846,15.20857602,14.54849361,14.22811179,15.30184538,15.4837492,14.81219968,14.29397741,14.7031688,13.98309855,15.10704234,14.66634269,15.00281204,13.14143445,12.55846983,11.89167373,13.98601977,14.24094036,13.46071185,13.62079257,13.78626963,12.00778519,11.56419802,11.39136219,-0.1413648617,1.2390184,1.639197351,1.475304011,2.34231772,1.322001316,0.3764463494,0.5583501702,-0.1131993475,-0.6314216113,-0.222230221,-0.9423004725,0.582964618,1.713207682,0.9122836298,0.273865724,-0.5986507682,0.2372252613,2.331571305,2.586491895,1.806263384,1.966344105,2.131821159,1.968142883,1.718429487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82278838,0.999999945
FAM98A,sp|Q8NCA5|FA98A_HUMAN,FA98A_HUMAN,HUMAN,FAM98A,NA,NA,NA,NA,15.17623055,15.91619786,19.21288106,17.49841294,18.78994749,20.15214618,13.8932181,12.80519973,12.48962198,21.6666141,21.21477919,21.78248798,20.92868029,20.95368777,21.17986051,19.97631239,20.17657737,20.19460298,18.18480756,15.36410045,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11355061,2.853517922,6.150201125,4.435733007,5.727267559,7.089466241,1.55078319,1.098948275,1.666657067,0.8128493782,0.8378568617,1.064029595,2.820707112,5.750822269,3.705756552,1.438796178,0.904911945,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.028784854,0.941879344
FAM98B,sp|Q52LJ0|FA98B_HUMAN,FA98B_HUMAN,HUMAN,FAM98B,A0A0D9R4G1_CHLSB,tr|A0A0D9R4G1|A0A0D9R4G1_CHLSB,CHLSB,FAM98B,15.67422518,15.21186928,17.77943723,17.38161054,18.27266623,13.33868456,15.62042728,15.21900545,15.41873494,14.89425727,13.63962115,14.89052118,17.85227346,18.17650433,17.99661692,15.67330709,12.03787279,15.65602708,17.3042087,12.79148875,10.694206,15.62425286,16.46176719,15.0891194,15.96981369,15.58792398,13.03628071,11.01299891,11.7476834,0.2548359612,-0.2075199404,2.360048007,1.962221319,2.853277008,-2.080704658,0.438521618,-0.8161145015,0.4347855309,3.396537811,3.720768672,3.540881267,4.512719947,0.9115978894,0.8024546761,0.0190642158,3.55272925,-1.238115009,3.691931854,4.529446186,3.156798393,4.037492686,3.655602977,3.616631352,2.327754344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1.503972677,0.232098104
FANCD2,sp|Q9BXW9|FACD2_HUMAN,FACD2_HUMAN,HUMAN,FANCD2 FACD,NA,NA,NA,NA,13.13957659,15.36112603,14.62989222,14.93190349,13.68221944,15.18006671,13.80842078,12.69438504,16.19535327,14.88334177,12.98280781,14.75948413,17.30233547,16.45944763,16.75420899,13.75311202,14.14533322,15.77873299,14.85753248,14.43125642,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.093143113,1.128406335,0.3971725211,0.6991837919,-0.5505002605,0.9473470134,0.3242823598,-1.576251594,0.2004247266,2.743276066,1.90038822,2.195149584,0.4262760649,0.3653435149,0.1441452474,-0.3505148358,2.279604623,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.768671452,0.656982601
FANCI,sp|Q9NVI1|FANCI_HUMAN,FANCI_HUMAN,HUMAN,FANCI KIAA1794,NA,NA,NA,NA,15.79685344,15.41946982,14.16027105,15.21286039,14.37736268,14.26132115,15.01484861,14.9612208,15.25949713,14.41913007,14.66786185,14.4481025,17.15620161,14.20234786,17.41880793,13.01428834,14.91940051,14.28449092,14.31669075,14.96323912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7183312612,0.3409476385,-0.9182511335,0.1343382085,-0.7011594961,-0.817201026,0.3464034833,0.5951352632,0.3753759082,3.083475019,0.1296212667,3.34608134,-0.6465483749,-0.4613407712,0.0470092554,0.4389715516,2.186392542,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.410815969,0.999999945
FARS2,sp|O95363|SYFM_HUMAN,SYFM_HUMAN,HUMAN,FARS2 FARS1 HSPC320,NA,NA,NA,NA,14.99642593,15.14214222,16.71732834,14.86772792,16.06280507,18.54223084,14.34597085,14.2484211,14.10861485,15.76347175,16.10094973,16.40251248,13.85708444,15.69534879,14.84479044,17.12404051,17.26251699,16.98837403,12.9938008,14.74664605,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7620903305,0.9078066207,2.482992742,0.6333923198,1.828469472,4.307895237,-1.361505432,-1.024027446,-0.7224646976,-3.267892737,-1.429628384,-2.280186736,-1.752845244,2.256585676,1.384296564,-1.035999192,-2.325902619,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-2.493205544,0.000236
FARSA,sp|Q9Y285|SYFA_HUMAN,SYFA_HUMAN,HUMAN,FARSA FARS FARSL FARSLA,A0A0D9R2I0_CHLSB,tr|A0A0D9R2I0|A0A0D9R2I0_CHLSB,CHLSB,FARSA,15.18036572,14.93488702,14.0775898,15.44873133,13.0025851,14.6718624,14.21813822,14.85527329,15.10018022,18.1071762,18.04558904,17.65326495,17.25700104,17.66052521,17.55779275,14.17749831,14.72978184,13.10409224,16.90586852,15.83933577,11.45410751,9.244879785,9.650806729,10.43530837,13.15157156,10.43763609,12.85836888,12.08007079,12.34881163,0.4558351358,0.2103564418,-0.6469407791,0.7242007545,-1.721945481,-0.05266817457,4.103385404,4.041798242,3.649474154,3.253210242,3.656734417,3.554001949,1.066532753,-0.3501376336,0.006416932848,3.9315526,3.487982203,-0.9749762548,-3.18420398,-2.778277036,-1.993775398,0.7224877937,-1.991447671,-1.087578425,-2.312485757,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-0.877610017,0.999999945
FARSB,sp|Q9NSD9|SYFB_HUMAN,SYFB_HUMAN,HUMAN,FARSB FARSLB FRSB HSPC173,A0A0D9R626_CHLSB,tr|A0A0D9R626|A0A0D9R626_CHLSB,CHLSB,FARSB,14.88625731,15.60205371,16.0322875,17.66316892,16.86060205,17.06307904,14.62500829,13.73190331,17.42127591,16.97185785,17.00919441,16.93029844,17.10799348,17.58431662,17.69513312,16.03385313,14.71400503,15.01236743,17.17660172,13.62791834,10.06221912,12.20383738,13.39164637,12.91595405,13.46173522,11.49310489,10.67015677,12.29849838,11.50462345,-0.3731385211,0.3426578711,0.7728916612,2.40377308,1.601206213,1.803683201,1.718449323,1.755785884,1.67688991,1.854584947,2.33090809,2.441724588,3.548683375,1.936220831,0.2474703371,1.717041705,2.209072541,-1.42887375,0.7127445159,1.900553503,1.424861183,1.970642354,0.002012024498,1.132505187,0.3948080895,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-0.126846146,0.999999945
FASN,sp|P49327|FAS_HUMAN,FAS_HUMAN,HUMAN,FASN FAS,A0A0D9S4U3_CHLSB,tr|A0A0D9S4U3|A0A0D9S4U3_CHLSB,CHLSB,FASN,20.57625551,20.83097625,23.348003,25.77489924,24.33824129,26.46707725,20.78946997,20.44020005,21.12477258,25.77278694,26.08164077,25.87991244,26.58305085,26.07940438,26.59106505,24.59115068,24.58743555,25.01060527,24.12163026,21.3428321,18.66282134,17.69050276,18.62560184,19.24629989,20.67003379,20.57653232,15.64956494,11.55102096,15.57056729,-0.2085586863,0.04616205153,2.563188804,4.990085037,3.553427087,5.682263049,1.043056442,1.351910265,1.150181936,1.85332035,1.349673875,1.861334548,2.778798168,4.741925057,0.8002640565,1.181716214,1.688109591,4.405770272,3.433451697,4.368550771,4.989248829,6.412982722,6.319481259,5.907237604,4.06925758,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.159538635,0.999999945
FASTKD2,sp|Q9NYY8|FAKD2_HUMAN,FAKD2_HUMAN,HUMAN,FASTKD2 KIAA0971,A0A0D9RCQ3_CHLSB,tr|A0A0D9RCQ3|A0A0D9RCQ3_CHLSB,CHLSB,FASTKD2,13.69946084,15.15136239,16.32231755,15.63210803,15.44322422,14.50676433,13.87502112,14.9501662,15.60680996,15.77922187,17.11806913,16.01369169,14.42367258,13.03958712,13.96381277,18.75505708,17.94775107,18.45137212,15.06538381,15.00906469,12.91634601,12.04981452,10.94049122,12.09108691,8.162659682,11.85633536,12.3884899,12.29302719,13.1355371,-1.111204918,0.340696632,1.511651795,0.8214422694,0.6325584569,-0.3039014287,-2.605504885,-1.266657629,-2.371035069,-3.961054174,-5.34513964,-4.42091399,0.05631912331,0.3833664325,0.2470478363,-2.081065861,-4.575702601,0.3106612831,-0.5558702074,-1.66519351,-0.5145978183,-4.443025048,-0.7493493737,-1.90232408,-0.6368008113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.681682889,0.970889632
FASTKD5,sp|Q7L8L6|FAKD5_HUMAN,FAKD5_HUMAN,HUMAN,FASTKD5 KIAA1792,NA,NA,NA,NA,15.63066549,15.61451077,14.80021551,15.57557402,13.17699039,13.31131139,16.58962189,17.33629734,17.06350041,17.81722102,19.10743165,17.6566902,13.93122906,13.81277806,15.29816555,20.76231066,20.69276873,20.3263022,13.76395484,12.33238216,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.365807725,-1.381962448,-2.196257699,-1.420899195,-3.819482821,-3.685161828,-2.776572841,-1.486362213,-2.937103657,-6.662564805,-6.781015804,-5.295628316,1.431572678,-2.975181281,-1.648009291,-2.400012904,-6.246402975,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,-0.506792022,0.528482732
FAU,NA,NA,NA,NA,A0A0D9R5N6_CHLSB,tr|A0A0D9R5N6|A0A0D9R5N6_CHLSB,CHLSB,FAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2179231,10.47538886,13.40700215,10.74723247,10.47265584,11.87352893,11.91322711,12.84890487,11.92392689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.010763193,-1.753297432,1.178315857,-1.48145382,-1.756030448,-0.3551573591,-1.197547209,-0.8619149225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,0.417155904,0.999999945
FBL,sp|P22087|FBRL_HUMAN,FBRL_HUMAN,HUMAN,FBL FIB1 FLRN,A0A0D9QUW2_CHLSB,tr|A0A0D9QUW2|A0A0D9QUW2_CHLSB,CHLSB,FBL,14.75541069,14.7083803,15.2518153,14.44709756,14.80385942,15.11160107,15.05414625,14.11073847,14.76044643,16.64695241,15.02916505,16.02303958,17.18640445,17.40366117,17.77313921,15.13781133,13.81597105,15.30726665,18.4680194,13.84998928,15.33601833,15.53515385,15.09490241,15.14110927,15.07710778,9.979987417,12.0499326,15.50509822,12.47671044,0.1136336398,0.06660325348,0.6100382494,-0.1946794912,0.1620823693,0.4698240198,1.893269392,0.2754820366,1.269356572,2.432721439,2.649978157,3.019456194,4.61803012,0.1457422993,0.2634250476,1.146036,2.700718597,1.992104577,2.191240101,1.750988663,1.797195525,1.733194031,-3.363926332,0.05548774116,1.978111114,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.103388997,0.999999945
FBXW12,NA,NA,NA,NA,A0A0D9RTN4_CHLSB,tr|A0A0D9RTN4|A0A0D9RTN4_CHLSB,CHLSB,FBXW12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68048554,12.92700012,13.66799854,10.21318082,8.54568989,11.36701533,13.52921759,12.54036517,12.94357456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3239002308,-0.077385654,0.6636127626,-2.791204957,-4.458695883,-1.637370447,-2.962423762,0.0874422926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,0.545106978,0.999999945
FDFT1,sp|P37268|FDFT_HUMAN,FDFT_HUMAN,HUMAN,FDFT1,NA,NA,NA,NA,14.8159786,15.53526422,13.69316187,15.92536971,15.85234744,15.32105207,13.35699524,13.96263673,13.14932119,18.79211031,18.29176426,18.20771978,17.73628301,17.6926155,18.50591232,14.17035191,13.8467709,12.82462341,14.62064975,14.32780272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.326327544,2.045613167,0.203510816,2.435718655,2.362696388,1.831401011,5.178194907,4.677848858,4.593804374,4.122367599,4.078700096,4.891996917,0.2928470285,2.209938685,1.191817176,4.816616046,4.364354871,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.247257486,0.999999945
